6EKNqBigQsl0p5eJXd3k,automatic,10,10,0,1,0.15556398
g97xWpNLRJ0V2dmZvvGO,automatic,5,1,0,1,0.24016291,0.24009347,0.7306079664570231
y9rhgWaWysqoKURIYE0z,automatic,5,1,0,1,0.23800911,0.23796049,0.750524109014675
INayk4Xg0G0bvVuyEc6c,automatic,5,1,0,1,0.22394407,0.22390428,0.710167714884696
PrvmUFZZcaUwvJY5reUQ,automatic,5,1,0,1,0.26075658,0.2605934,0.79979035639413
OASpgCiVPg4HTDZyxh83,automatic,5,1,0,1,0.2832717,0.2832944,0.8045073375262054
vAzEutZc9gLPrZmINxij,automatic,5,10,0,1,0.23952594,0.23952624,0.749475890985325
n6HYw69unM2Kp3QkY8lQ,automatic,5,10,0,1,0.21845604,0.21844023,0.6912997903563941
5SjPVJdDrdP6cVUc6mLT,automatic,5,10,0,1,0.18982825,0.18982421,0.6645702306079665
zxN0H53KCl0aqv6FgFMu,automatic,5,10,0,1,0.25018242,0.2501764,0.7950733752620545
TEk73tc5NOyVLDzh4Uvo,automatic,5,10,0,1,0.2153292,0.21527965,0.7767295597484277
nhHwGsUHY1QCeYcrFMcC,automatic,5,10,0,1,0.19105926,0.19105498,0.6855345911949685
g2O4lCS14BzmmyIgXfhz,automatic,5,10,0,1,0.23278521,0.23278576,0.7667714884696016
OjfhAiWgHIFHwITTjPX5,automatic,5,10,0,1,0.20826885,0.20827113,0.689203354297694
B7D07EASttVPW2WE7h25,automatic,5,10,0,1,0.18326245,0.18326207,0.6970649895178197
9XfhbcSAtBQvO7tag0pB,automatic,10,1,0,1,0.2410956,0.24115156,0.7751572327044025
hnQM7qYThCOWaMgVGZmF,automatic,10,1,0,1,0.24798173,0.24791102,0.7908805031446541
2d5nwelREFMops2MjU7w,automatic,10,1,0,1,0.24378282,0.24364457,0.7851153039832285
dB2f6Tx8wvR9BCIJMzUi,automatic,10,1,0,1,0.22405286,0.22434847,0.7290356394129979
rnYkBd381J64Fx6tupKG,automatic,10,1,0,1,0.2652722,0.26540294,0.8092243186582809
TJHmVYwBRD75m3FlPFf6,automatic,10,1,0,1,0.24443148,0.24436595,0.7589098532494759
xSRxxuj1SruHgNp6Otin,automatic,10,1,0,1,0.23813894,0.23744968,0.740041928721174
A20qHget38eGYAKJlQ1O,automatic,10,1,0,1,0.25290734,0.25263447,0.7788259958071279
YGDekYsE1sP925z0hjos,automatic,10,1,0,1,0.269164,0.26908273,0.7861635220125787
FblTdZrRoC8ZDqlKXRsK,automatic,10,10,0,1,0.23545891,0.23542894,0.7405660377358491
cUSe100O1r8xIddkQPRU,automatic,10,10,0,1,0.16709518,0.1670976,0.7196016771488469
U4WQkEndiIJxd5VkZYT3,automatic,10,10,0,1,0.2160608,0.21605411,0.7348008385744235
CjGPYDHR3x5E7iOFdTNo,automatic,10,10,0,1,0.21943638,0.21942574,0.7458071278825996
S4SbZk9iKLKyRkOcB0HL,automatic,10,10,0,1,0.19988021,0.1998425,0.7573375262054507
yvPLKSBrkJMIznYYzyEe,automatic,10,10,0,1,0.16064878,0.16065194,0.7348008385744235
fRBxrl2t7RSeMXXdhlkJ,automatic,10,10,0,1,0.24068445,0.2407152,0.7248427672955975
2TUTSGuB01L9P9lvj1Nc,automatic,10,10,0,1,0.17334197,0.17334236,0.700733752620545
EclIT59DyQhgCcr5fa10,automatic,10,10,0,1,0.17483212,0.17485769,0.6965408805031447
4at1tRiO0naZaA5xnRep,automatic,5,1,10,0,1,20,0.26024234,0.26008642,0.8066037735849056
sVpIVI7nuUhaMi9yS2KM,automatic,5,1,0,1,0.2319885,0.231988,0.7678197064989518
q4S7SRK8MxoOiJxHBGuF,automatic,5,1,0,1,0.2319885,0.231988,0.7678197064989518
